Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_000526915.1_GCF_000526915.1_ASM52691v1_genomic	99.89	0.0	Neural Network (Specific Model)	11	0.884	465365	271.5784186046512	4936071	0.67	5375	25	920843	None
GCF_000685355.1_GCF_000685355.1_Microbacteriumx4_genomic	95.52	2.55	Gradient Boost (General Model)	11	0.908	391736	279.6462044395725	3354763	0.64	3649	21	492196	None
GCF_000686145.1_GCF_000686145.1_ASM68614v1_genomic	99.82	3.68	Neural Network (Specific Model)	11	0.819	3279752	283.02022536839064	3583479	0.29	3461	11	3279752	None
GCF_000717245.1_GCF_000717245.1_ASM71724v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.876	625243	330.5186622872499	7568795	0.71	6698	99	1274431	None
GCF_000718455.1_GCF_000718455.1_ASM71845v1_genomic	99.99	0.04	Neural Network (Specific Model)	11	0.878	235137	326.424323920514	7454528	0.72	6693	84	455878	None
GCF_000721495.1_GCF_000721495.1_ASM72149v1_genomic	100.0	0.37	Neural Network (Specific Model)	11	0.871	107840	333.0461818654872	8804763	0.73	7687	250	428586	None
GCF_000735365.1_GCF_000735365.1_GKAS_DRAFTv1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.882	34727	306.3616033755274	4932354	0.54	4740	253	144254	None
GCF_000741175.1_GCF_000741175.1_Bifcal_genomic	99.14	1.0	Neural Network (Specific Model)	11	0.862	172333	347.16624895572266	2887313	0.64	2394	33	386721	None
GCF_000785555.1_GCF_000785555.1_ASM78555v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.865	3196500	299.2324376820978	3199864	0.39	3089	2	3196500	None
GCF_000786215.1_GCF_000786215.1_ASM78621v1_genomic	100.0	0.28	Neural Network (Specific Model)	11	0.903	1040361	329.62399786210585	4090983	0.64	3742	35	1231401	None
GCF_000800615.1_GCF_000800615.1_PseuPA14H7_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.902	5851761	332.8425804024826	5878755	0.62	5317	7	5851761	None
GCF_000818395.1_GCF_000818395.1_ASM81839v1_genomic	100.0	3.01	Gradient Boost (General Model)	11	0.874	5132512	312.3602941176471	5384605	0.6	5032	28	5132512	None
GCF_000956575.1_GCF_000956575.1_ASM95657v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.927	115384	345.63343776701794	3922504	0.7	3511	57	412055	None
GCF_000961095.1_GCF_000961095.1_ASM96109v1_genomic	100.0	0.73	Neural Network (Specific Model)	11	0.852	5749967	315.42413726624255	5749967	0.53	5187	1	5749967	None
GCF_001042485.2_GCF_001042485.2_ASM104248v2_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.878	436479	289.8346456692913	4520660	0.46	4572	39	577790	None
GCF_001047015.1_GCF_001047015.1_ASM104701v1_genomic	100.0	0.29	Neural Network (Specific Model)	11	0.909	3161460	325.2637362637363	4583092	0.64	4277	2	3161460	None
GCF_001262495.1_GCF_001262495.1_GCS4v1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.926	944354	323.0062947067239	3652908	0.7	3495	7	1487497	None
GCF_001267925.1_GCF_001267925.1_ASM126792v1_genomic	99.97	1.47	Neural Network (Specific Model)	11	0.883	4965474	329.3984691580369	4965474	0.61	4442	1	4965474	None
GCF_001295925.1_GCF_001295925.1_ASM129592v1_genomic	99.98	0.01	Neural Network (Specific Model)	11	0.886	113977	311.5251357092282	4461984	0.66	4237	83	527170	None
GCF_001419795.1_GCF_001419795.1_ASM141979v1_genomic	97.27	0.22	Gradient Boost (General Model)	11	0.889	10150	301.25799596217195	9549495	0.71	9411	1456	69623	None
GCF_001421885.1_GCF_001421885.1_Leaf48_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.875	306370	321.03999227202473	5689447	0.59	5176	33	803113	None
GCF_001421995.1_GCF_001421995.1_Leaf231_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.9	1083389	325.6355194428323	3733197	0.67	3446	8	1329336	None
GCF_001422885.1_GCF_001422885.1_Leaf104_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.866	328769	309.02086919104994	4968001	0.7	4648	41	827926	None
GCF_001424195.1_GCF_001424195.1_Leaf334_genomic	99.99	0.14	Neural Network (Specific Model)	11	0.926	944668	336.0093950504125	4742537	0.72	4364	12	2245446	None
GCF_001426375.1_GCF_001426375.1_Root444D2_genomic	100.0	4.48	Neural Network (Specific Model)	11	0.865	404582	321.61081377796074	8119172	0.45	7287	53	1402157	None
GCF_001475935.1_GCF_001475935.1_ASM147593v1_genomic	99.23	0.42	Neural Network (Specific Model)	11	0.879	103973	311.7957627118644	5012346	0.65	4720	183	364662	None
GCF_001476655.1_GCF_001476655.1_ASM147665v1_genomic	94.95	0.27	Neural Network (Specific Model)	11	0.909	32160	313.58967112024663	4022397	0.7	3892	291	108698	None
GCF_001510895.1_GCF_001510895.1_ASM151089v1_genomic	92.49	5.87	Neural Network (Specific Model)	11	0.852	123481	273.0186088295688	7464539	0.63	7792	185	366840	None
GCF_001556125.1_GCF_001556125.1_ASM155612v1_genomic	100.0	0.13	Neural Network (Specific Model)	11	0.896	62923	304.279806763285	5264924	0.68	5175	236	250456	None
GCF_001570425.1_GCF_001570425.1_ASM157042v1_genomic	100.0	0.51	Neural Network (Specific Model)	11	0.925	262033	320.12221443587947	7387494	0.67	7135	70	707098	None
GCF_001571365.1_GCF_001571365.1_ASM157136v1_genomic	100.0	1.6	Neural Network (Specific Model)	11	0.909	142232	327.4820421968111	6700253	0.68	6209	98	516154	None
GCF_001577265.1_GCF_001577265.1_ASM157726v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.933	4316152	321.73732057416265	4316152	0.66	4180	1	4316152	None
GCF_001579025.1_GCF_001579025.1_ASM157902v1_genomic	99.76	0.09	Neural Network (Specific Model)	11	0.854	1312991	300.2949407965554	1956555	0.41	1858	26	1312991	None
GCF_001580535.1_GCF_001580535.1_ASM158053v1_genomic	99.99	0.21	Neural Network (Specific Model)	11	0.895	51728	320.679638637943	3088073	0.58	2878	157	278409	None
GCF_001595725.1_GCF_001595725.1_ASM159572v1_genomic	100.0	0.95	Neural Network (Specific Model)	11	0.818	5243635	275.48137038206505	6390500	0.35	6334	9	5243635	None
GCF_001605885.1_GCF_001605885.1_ASM160588v1_genomic	99.99	0.45	Neural Network (Specific Model)	11	0.88	187729	318.4513985045694	3916209	0.39	3611	39	475420	None
GCF_001613245.1_GCF_001613245.1_ASM161324v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.882	214980	321.78086237448315	7395788	0.67	6772	61	859219	None
GCF_001629735.1_GCF_001629735.1_ASM162973v1_genomic	99.99	0.03	Neural Network (Specific Model)	11	0.827	4692801	287.45672436751	4692801	0.37	4506	1	4692801	None
GCF_001650955.1_GCF_001650955.1_ASM165095v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.903	164895	313.8313881301217	4190298	0.54	4027	77	420532	None
GCF_001651865.1_GCF_001651865.1_ASM165186v1_genomic	99.96	0.06	Neural Network (Specific Model)	11	0.861	461421	309.7699304440877	6039294	0.62	5607	68	1415365	None
GCF_001654495.1_GCF_001654495.1_ASM165449v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.873	7472530	342.365780783142	7472530	0.73	6359	1	7472530	None
GCF_001658025.1_GCF_001658025.1_ASM165802v1_genomic	99.96	0.43	Neural Network (Specific Model)	11	0.879	5303342	317.77530612244897	5303342	0.54	4900	1	5303342	None
GCF_001664485.1_GCF_001664485.1_ASM166448v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.869	4640005	306.38103892170227	6972593	0.61	6603	6	4640005	None
GCF_001676025.1_GCF_001676025.1_ASM167602v1_genomic	99.99	0.51	Neural Network (Specific Model)	11	0.863	175784	325.64353015075375	3601009	0.42	3184	84	332826	None
GCF_001688725.2_GCF_001688725.2_ASM168872v2_genomic	96.52	0.05	Neural Network (Specific Model)	11	0.887	4839927	351.71088769004416	4839927	0.43	4078	1	4839927	None
GCF_001696605.3_GCF_001696605.3_ASM169660v3_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.852	3851088	299.1030270844397	3960451	0.38	3766	8	3851088	None
GCF_001757355.1_GCF_001757355.1_ASM175735v1_genomic	99.97	1.2	Neural Network (Specific Model)	11	0.885	61297	294.99049693130075	5039171	0.62	5051	202	302899	None
GCF_001766675.1_GCF_001766675.1_ASM176667v1_genomic	99.92	0.04	Neural Network (Specific Model)	11	0.908	319881	327.46799580272824	4118123	0.67	3812	69	674119	None
GCF_001807265.1_GCF_001807265.1_ASM180726v1_genomic	99.99	0.03	Neural Network (Specific Model)	11	0.917	113364	325.21620431527964	2411621	0.65	2271	55	219439	None
GCF_001811505.1_GCF_001811505.1_ASM181150v1_genomic	99.98	0.02	Neural Network (Specific Model)	11	0.857	84813	296.18030377266047	2111510	0.39	2041	97	188337	None
GCF_001864835.1_GCF_001864835.1_ASM186483v1_genomic	99.99	0.25	Neural Network (Specific Model)	11	0.891	366153	315.2765480526758	3783004	0.71	3569	27	689135	None
GCF_001887595.1_GCF_001887595.1_ASM188759v1_genomic	99.98	0.28	Neural Network (Specific Model)	11	0.908	4765486	334.58711770157555	4765486	0.65	4316	1	4765486	None
GCF_001905465.1_GCF_001905465.1_ASM190546v1_genomic	99.97	0.04	Neural Network (Specific Model)	11	0.876	465598	330.19123505976097	7648636	0.73	6777	37	1004847	None
GCF_001906925.1_GCF_001906925.1_ASM190692v1_genomic	99.82	0.45	Gradient Boost (General Model)	11	0.841	319602	281.2457831325301	3324250	0.41	3320	37	542011	None
GCF_001940165.1_GCF_001940165.1_ASM194016v1_genomic	99.96	3.51	Neural Network (Specific Model)	11	0.874	557474	322.6105675146771	3390987	0.41	3066	23	846423	None
GCF_001941845.1_GCF_001941845.1_ASM194184v1_genomic	100.0	0.26	Neural Network (Specific Model)	11	0.872	7585034	324.05854732208365	7585034	0.72	6815	1	7585034	None
GCF_001984195.1_GCF_001984195.1_ASM198419v1_genomic	100.0	1.12	Neural Network (Specific Model)	11	0.909	1313159	321.7878629348679	8101914	0.7	7646	12	2432495	None
GCF_002080045.1_GCF_002080045.1_ASM208004v1_genomic	100.0	0.97	Neural Network (Specific Model)	11	0.876	479619	324.5101622813928	7044803	0.6	6347	73	620100	None
GCF_002090175.1_GCF_002090175.1_ASM209017v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.927	734558	335.79141835518476	2731261	0.7	2517	7	1038920	None
GCF_002105555.1_GCF_002105555.1_ASM210555v1_genomic	99.95	0.11	Neural Network (Specific Model)	11	0.899	2939512	317.5365853658537	3033494	0.69	2870	2	2939512	None
GCF_002165255.2_GCF_002165255.2_ASM216525v2_genomic	99.99	0.08	Neural Network (Specific Model)	11	0.858	2876784	301.2401360544218	3092259	0.39	2940	6	2876784	None
GCF_002211365.1_GCF_002211365.1_ASM221136v1_genomic	99.93	0.0	Neural Network (Specific Model)	11	0.873	252206	296.7363891815947	5795980	0.6	5694	39	1154361	None
GCF_002278135.2_GCF_002278135.2_ASM227813v2_genomic	100.0	1.43	Neural Network (Specific Model)	11	0.849	8606328	304.2923115327009	8606328	0.64	8012	1	8606328	None
GCF_002305895.1_GCF_002305895.1_ASM230589v1_genomic	100.0	0.52	Neural Network (Specific Model)	11	0.902	8973512	371.4446887453621	8973512	0.71	7277	1	8973512	None
GCF_002307375.1_GCF_002307375.1_ASM230737v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.887	1815295	327.04429987608427	3565444	0.68	3228	7	1815295	None
GCF_002307475.1_GCF_002307475.1_ASM230747v1_genomic	100.0	2.33	Neural Network (Specific Model)	11	0.859	234201	307.83906633906633	5241139	0.53	4884	57	753529	None
GCF_002563965.1_GCF_002563965.1_ASM256396v1_genomic	99.98	0.72	Neural Network (Specific Model)	11	0.902	2348927	323.1698630136986	2348927	0.59	2190	1	2348927	None
GCF_002723835.1_GCF_002723835.1_ASM272383v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.922	96383	318.71003482114594	6533596	0.68	6318	162	236740	None
GCF_002798385.1_GCF_002798385.1_ASM279838v1_genomic	100.0	0.17	Neural Network (Specific Model)	11	0.922	112197	318.4497346237902	6621508	0.67	6406	156	394036	None
GCF_002803845.1_GCF_002803845.1_ASM280384v1_genomic	100.0	0.36	Neural Network (Specific Model)	11	0.877	8691711	328.0697353568293	8932792	0.73	7973	2	8691711	None
GCF_002812805.1_GCF_002812805.1_ASM281280v1_genomic	99.97	0.31	Neural Network (Specific Model)	11	0.914	311372	313.83441367118445	3487693	0.67	3394	44	502639	None
GCF_002849895.1_GCF_002849895.1_ASM284989v1_genomic	99.92	0.31	Neural Network (Specific Model)	11	0.883	2333865	306.6084885231702	2401923	0.35	2309	2	2333865	None
GCF_002920635.1_GCF_002920635.1_ASM292063v1_genomic	99.95	0.09	Neural Network (Specific Model)	11	0.862	60931	311.9731347084288	8512543	0.71	7854	279	236343	None
GCF_002931055.1_GCF_002931055.1_ASM293105v1_genomic	98.22	0.84	Gradient Boost (General Model)	11	0.903	269904	321.08134820070956	4202523	0.68	3946	25	908033	None
GCF_003014695.1_GCF_003014695.1_ASM301469v1_genomic	100.0	1.58	Neural Network (Specific Model)	11	0.911	439748	365.768782760629	8265804	0.5	6868	47	855878	None
GCF_003020585.1_GCF_003020585.1_ASM302058v1_genomic	100.0	0.11	Neural Network (Specific Model)	11	0.886	1286364	329.7040347910123	4615988	0.36	4139	15	1462563	None
GCF_003201865.1_GCF_003201865.1_ASM320186v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.859	197574	305.6597251145356	5122509	0.7	4802	61	754620	None
GCF_003205195.1_GCF_003205195.1_ASM320519v1_genomic	99.98	0.0	Neural Network (Specific Model)	11	0.895	493163	310.41738581351296	4933972	0.62	4751	32	1195471	None
GCF_003231275.1_GCF_003231275.1_ASM323127v1_genomic	99.98	0.56	Neural Network (Specific Model)	11	0.895	141882	334.41512630930373	7264993	0.62	6492	241	693716	None
GCF_003258405.1_GCF_003258405.1_ASM325840v1_genomic	100.0	0.09	Gradient Boost (General Model)	11	0.897	276642	312.3208492366412	4370303	0.66	4192	190	837304	None
GCF_003385595.1_GCF_003385595.1_ASM338559v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.89	310754	323.8792977322604	4470829	0.37	4101	40	475634	None
GCF_003387155.1_GCF_003387155.1_ASM338715v1_genomic	100.0	0.2	Neural Network (Specific Model)	11	0.891	1369052	347.87890059929737	5656781	0.67	4839	13	1816172	None
GCF_003426025.1_GCF_003426025.1_ASM342602v1_genomic	99.99	0.26	Neural Network (Specific Model)	11	0.838	132255	286.09940975458215	3292626	0.35	3219	67	386779	None
GCF_003429095.1_GCF_003429095.1_ASM342909v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.799	81582	284.5500857212834	4356520	0.41	4083	84	337624	None
GCF_003429105.1_GCF_003429105.1_ASM342910v1_genomic	100.0	0.41	Neural Network (Specific Model)	11	0.806	242250	275.6138500343958	4469041	0.42	4361	27	1568615	None
GCF_003470905.1_GCF_003470905.1_ASM347090v1_genomic	100.0	2.65	Neural Network (Specific Model)	11	0.887	123795	322.31505771248686	4145911	0.42	3812	82	618534	None
GCF_003574395.1_GCF_003574395.1_ASM357439v1_genomic	99.97	0.03	Neural Network (Specific Model)	11	0.907	175031	304.8851872246696	3653867	0.67	3632	76	572565	None
GCF_003610375.1_GCF_003610375.1_ASM361037v1_genomic	100.0	0.24	Neural Network (Specific Model)	11	0.889	1066163	328.6804604001096	4041245	0.65	3649	18	1202772	None
GCF_003688935.1_GCF_003688935.1_ASM368893v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.871	128157	288.8986874487285	2419073	0.57	2438	56	345378	None
GCF_003721515.1_GCF_003721515.1_ASM372151v1_genomic	99.99	0.34	Neural Network (Specific Model)	11	0.851	479018	350.3701849836779	5671207	0.5	4595	24	1022735	None
GCF_003725815.1_GCF_003725815.1_ASM372581v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.879	92154	311.94573643410854	4248670	0.65	3999	158	354887	None
GCF_003732725.1_GCF_003732725.1_ASM373272v1_genomic	100.0	0.18	Neural Network (Specific Model)	11	0.881	738100	334.4116690751445	6294190	0.6	5536	19	1079514	None
GCF_003751605.1_GCF_003751605.1_ASM375160v1_genomic	100.0	2.3	Neural Network (Specific Model)	11	0.869	5867305	330.4054897879537	8759731	0.74	7687	5	5867305	None
GCF_003852545.1_GCF_003852545.1_ASM385254v1_genomic	99.97	0.02	Neural Network (Specific Model)	11	0.894	150359	329.2266934942991	4933988	0.66	4473	112	291307	None
GCF_003857015.1_GCF_003857015.1_ASM385701v1_genomic	99.99	0.97	Neural Network (Specific Model)	11	0.875	15140	276.75695627484384	6673183	0.72	7044	795	111409	None
GCF_003931875.1_GCF_003931875.1_ASM393187v1_genomic	100.0	0.3	Neural Network (Specific Model)	11	0.924	3387846	320.48805147058823	3387846	0.72	3264	1	3387846	None
GCF_003935895.2_GCF_003935895.2_ASM393589v2_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.883	4571204	313.8507900677201	4713964	0.54	4430	2	4571204	None
GCF_003938655.1_GCF_003938655.1_ASM393865v1_genomic	99.93	0.06	Neural Network (Specific Model)	11	0.872	283356	299.6950824726376	6677025	0.61	6487	72	519781	None
GCF_003946345.1_GCF_003946345.1_ASM394634v1_genomic	99.96	0.39	Neural Network (Specific Model)	11	0.816	139591	291.6031496062992	2718164	0.48	2540	43	228468	None
GCF_003952485.1_GCF_003952485.1_ASM395248v1_genomic	100.0	4.19	Neural Network (Specific Model)	11	0.859	7348390	299.69833594083343	7348390	0.63	7031	1	7348390	None
GCF_003968755.1_GCF_003968755.1_ASM396875v1_genomic	99.99	0.06	Neural Network (Specific Model)	11	0.867	224243	333.7747102931152	3386245	0.35	2934	30	530924	None
GCF_004114895.1_GCF_004114895.1_ASM411489v1_genomic	100.0	0.02	Neural Network (Specific Model)	11	0.9	2370062	328.5290322580645	2370062	0.58	2170	1	2370062	None
GCF_004217315.1_GCF_004217315.1_ASM421731v1_genomic	99.72	1.39	Gradient Boost (General Model)	11	0.892	1042025	337.6065928127533	4198928	0.65	3701	9	1378052	None
GCF_004341515.1_GCF_004341515.1_ASM434151v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.887	581287	320.1335223245925	7626662	0.66	7055	24	1126878	None
GCF_004342025.1_GCF_004342025.1_ASM434202v1_genomic	100.0	6.42	Neural Network (Specific Model)	11	0.909	555880	315.36885711043016	9146758	0.68	8811	40	1026575	None
GCF_004345855.1_GCF_004345855.1_ASM434585v1_genomic	100.0	0.43	Neural Network (Specific Model)	11	0.883	643661	327.3056561085973	4906968	0.7	4420	24	1210427	None
GCF_004348345.1_GCF_004348345.1_ASM434834v1_genomic	100.0	1.16	Neural Network (Specific Model)	11	0.895	34207	310.2560823808985	9164341	0.71	8837	465	140806	None
GCF_004353845.1_GCF_004353845.1_ASM435384v1_genomic	100.0	0.56	Neural Network (Specific Model)	11	0.882	5211009	314.255314921518	5370228	0.52	5033	3	5211009	None
GCF_004364585.1_GCF_004364585.1_ASM436458v1_genomic	99.36	0.0	Neural Network (Specific Model)	11	0.9	271529	332.0749625187406	2948026	0.68	2668	25	672813	None
GCF_004403395.1_GCF_004403395.1_ASM440339v1_genomic	100.0	0.01	Neural Network (Specific Model)	11	0.894	115338	319.77054679637706	3195001	0.68	2981	71	408035	None
GCF_004522175.1_GCF_004522175.1_ASM452217v1_genomic	99.94	0.04	Neural Network (Specific Model)	11	0.893	130265	302.15440289505426	4200079	0.64	4145	90	347924	None
GCF_004564355.1_GCF_004564355.1_ASM456435v1_genomic	99.99	0.52	Neural Network (Specific Model)	11	0.923	3828279	319.85578747628085	3828279	0.71	3689	1	3828279	None
GCF_004570425.1_GCF_004570425.1_ASM457042v1_genomic	99.98	1.63	Neural Network (Specific Model)	11	0.919	82798	306.553536345776	4064414	0.74	4072	78	227541	None
GCF_004745805.1_GCF_004745805.1_ASM474580v1_genomic	100.0	0.05	Neural Network (Specific Model)	11	0.916	426226	324.0639005602241	6046830	0.67	5712	43	899788	None
GCF_004762095.1_GCF_004762095.1_ASM476209v1_genomic	99.98	0.05	Neural Network (Specific Model)	11	0.909	166740	303.7154775604143	3478491	0.66	3476	53	333208	None
GCF_004801855.1_GCF_004801855.1_ASM480185v1_genomic	99.99	0.03	Neural Network (Specific Model)	11	0.896	43206	312.7739791073124	4405746	0.68	4212	251	115250	None
GCF_004912135.1_GCF_004912135.1_ASM491213v1_genomic	99.79	1.2	Neural Network (Specific Model)	11	0.893	288344	303.92383292383295	4977406	0.62	4884	86	673709	None
GCF_005048265.1_GCF_005048265.1_ASM504826v1_genomic	99.99	0.31	Neural Network (Specific Model)	11	0.896	129899	305.3289507605053	3958688	0.67	3879	112	245601	None
GCF_005049235.1_GCF_005049235.1_ASM504923v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.913	460466	328.95915492957744	5365841	0.69	4970	31	760264	None
GCF_005081945.1_GCF_005081945.1_ASM508194v1_genomic	99.99	0.03	Neural Network (Specific Model)	11	0.887	643931	321.86378737541526	654826	0.25	602	3	643931	None
GCF_005502925.1_GCF_005502925.1_ASM550292v1_genomic	99.43	2.28	Gradient Boost (General Model)	11	0.917	290756	321.69979296066253	7103066	0.63	6762	37	1160513	None
GCF_005876985.1_GCF_005876985.1_ASM587698v1_genomic	99.97	0.08	Neural Network (Specific Model)	11	0.926	937707	328.42741469057256	3673501	0.61	3458	8	1344605	None
GCF_006094695.1_GCF_006094695.1_ASM609469v1_genomic	99.98	0.33	Neural Network (Specific Model)	11	0.889	3946651	326.4725397267912	3946651	0.73	3587	1	3946651	None
GCF_006337085.1_GCF_006337085.1_ASM633708v1_genomic	97.75	1.71	Gradient Boost (General Model)	11	0.862	2987884	353.0870994248151	2987884	0.58	2434	1	2987884	None
GCF_006439055.1_GCF_006439055.1_ASM643905v1_genomic	100.0	1.27	Neural Network (Specific Model)	11	0.889	571182	326.19871382636654	5126166	0.66	4665	24	1678113	None
GCF_006517235.1_GCF_006517235.1_ASM651723v1_genomic	100.0	0.83	Neural Network (Specific Model)	11	0.889	4803563	321.0774774774775	4803563	0.65	4440	1	4803563	None
GCF_007000325.1_GCF_007000325.1_ASM700032v1_genomic	99.93	0.16	Neural Network (Specific Model)	11	0.863	324337	303.4025179856115	5855271	0.6	5560	144	484360	None
GCF_007713735.2_GCF_007713735.2_ASM771373v2_genomic	99.99	5.9	Neural Network (Specific Model)	11	0.918	80112	319.5739273927393	9465182	0.7	9090	195	330293	None
GCF_007896845.1_GCF_007896845.1_ASM789684v1_genomic	99.86	0.87	Neural Network (Specific Model)	11	0.86	160021	314.10352796179325	7098899	0.45	6491	96	462632	None
GCF_007992435.1_GCF_007992435.1_ASM799243v1_genomic	99.95	1.05	Neural Network (Specific Model)	11	0.906	133027	396.3702623906706	7648353	0.6	5831	137	400962	None
GCF_008180155.1_GCF_008180155.1_ASM818015v1_genomic	99.98	0.12	Neural Network (Specific Model)	11	0.905	287578	308.8046924540266	4837867	0.64	4731	68	578761	None
GCF_008642235.1_GCF_008642235.1_ASM864223v1_genomic	100.0	0.09	Neural Network (Specific Model)	11	0.903	2875940	331.5218990304246	3290868	0.69	2991	2	2875940	None
GCF_008831035.1_GCF_008831035.1_ASM883103v1_genomic	98.08	0.68	Gradient Boost (General Model)	11	0.869	100872	332.7843502561714	2462117	0.6	2147	81	266043	None
GCF_009193325.2_GCF_009193325.2_ASM919332v2_genomic	99.94	0.14	Neural Network (Specific Model)	11	0.912	5244518	380.7808090310442	5320612	0.43	4252	2	5244518	None
GCF_009377175.1_GCF_009377175.1_ASM937717v1_genomic	100.0	0.03	Neural Network (Specific Model)	11	0.86	32765	318.3926327193933	10226955	0.71	9230	563	157212	None
GCF_009496165.1_GCF_009496165.1_ASM949616v1_genomic	99.99	0.01	Neural Network (Specific Model)	11	0.891	226222	311.949027850762	1996012	0.4	1903	18	475783	None
GCF_009569385.1_GCF_009569385.1_ASM956938v1_genomic	99.98	0.58	Neural Network (Specific Model)	11	0.856	6153183	310.98858419158705	8774359	0.72	8059	19	6153183	None
GCF_009707625.1_GCF_009707625.1_ASM970762v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.865	65082	298.70864294094645	2646693	0.36	2557	92	164100	None
GCF_009740395.1_GCF_009740395.1_ASM974039v1_genomic	100.0	0.22	Neural Network (Specific Model)	11	0.921	783709	321.83868974042025	3385676	0.66	3236	8	1422871	None
GCF_009903735.1_GCF_009903735.1_ASM990373v1_genomic	100.0	0.14	Neural Network (Specific Model)	11	0.801	55702	280.2670882996838	4306512	0.37	4111	188	157856	None
GCF_010093185.1_GCF_010093185.1_ASM1009318v1_genomic	100.0	0.08	Neural Network (Specific Model)	11	0.9	121587	328.67793183131135	3786962	0.7	3462	149	297994	None
GCF_010367585.1_GCF_010367585.1_ASM1036758v1_genomic	99.99	4.61	Neural Network (Specific Model)	11	0.882	4753805	319.8227351916376	4989141	0.65	4592	2	4753805	None
GCF_010894455.1_GCF_010894455.1_ASM1089445v1_genomic	99.99	2.09	Neural Network (Specific Model)	11	0.906	405325	376.70141091545446	11394166	0.69	9143	124	855010	None
GCF_011047135.1_GCF_011047135.1_ASM1104713v1_genomic	99.96	0.02	Neural Network (Specific Model)	11	0.931	2916114	332.51099706744867	2916114	0.62	2728	1	2916114	None
GCF_011516665.2_GCF_011516665.2_ASM1151666v2_genomic	100.0	1.05	Neural Network (Specific Model)	11	0.847	8435486	295.8472625968992	8636452	0.64	8256	2	8435486	None
GCF_011516925.1_GCF_011516925.1_ASM1151692v1_genomic	100.0	1.12	Neural Network (Specific Model)	11	0.893	192685	310.74780553679943	3084471	0.58	2962	68	656215	None
GCF_011751075.1_GCF_011751075.1_ASM1175107v1_genomic	100.0	0.93	Gradient Boost (General Model)	11	0.86	271358	350.14504617968095	5813601	0.36	4764	266	1214728	None
GCF_011761235.1_GCF_011761235.1_ASM1176123v1_genomic	99.97	0.12	Neural Network (Specific Model)	11	0.896	1203987	327.8900308324769	3199322	0.73	2919	5	1422920	None
GCF_011762005.1_GCF_011762005.1_ASM1176200v1_genomic	100.0	0.0	Neural Network (Specific Model)	11	0.924	761641	321.0103550295858	2813855	0.64	2704	5	1374644	None
GCF_012034175.1_GCF_012034175.1_ASM1203417v1_genomic	100.0	0.33	Neural Network (Specific Model)	11	0.888	216213	356.05477057538235	8247479	0.74	6865	101	685198	None
GCF_012935695.1_GCF_012935695.1_ASM1293569v1_genomic	100.0	0.04	Neural Network (Specific Model)	11	0.89	6471780	333.0396742896743	6471780	0.59	5772	1	6471780	None
GCF_013009555.1_GCF_013009555.1_ASM1300955v1_genomic	100.0	0.15	Neural Network (Specific Model)	11	0.894	5625488	362.4225869142734	5625488	0.42	4631	1	5625488	None
GCF_013201035.1_GCF_013201035.1_ASM1320103v1_genomic	99.41	0.05	Gradient Boost (General Model)	11	0.912	4077299	329.50438014335015	4077299	0.74	3767	1	4077299	None
GCF_013359595.1_GCF_013359595.1_ASM1335959v1_genomic	100.0	0.12	Neural Network (Specific Model)	11	0.883	135500	329.4774865591398	6654680	0.61	5952	88	341223	None
GCF_013376175.1_GCF_013376175.1_ASM1337617v1_genomic	91.74	1.03	Neural Network (Specific Model)	11	0.902	18130	294.5473837209302	3363687	0.65	3440	374	91283	None
GCF_013393325.1_GCF_013393325.1_ASM1339332v1_genomic	100.0	0.63	Neural Network (Specific Model)	11	0.902	209214	332.2676600441501	5998552	0.62	5436	104	933238	None
