Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCF_011761265.1	99.95	0.01	Neural Network (Specific Model)	11	0.931	1689441	333.646328096456	2935457	0.62	2737	3	1689441	None
GCF_011764445.1	95.43	1.07	Gradient Boost (General Model)	11	0.894	9615304	313.9869773817683	10714690	0.71	10213	3	9615304	None
GCF_011927905.1	99.98	0.07	Neural Network (Specific Model)	11	0.913	3793795	324.70064588598706	3793795	0.64	3561	1	3793795	None
GCF_012530535.1	99.99	0.01	Neural Network (Specific Model)	11	0.911	2620736	322.8400809716599	2620736	0.72	2470	1	2620736	None
GCF_012935695.1	100.0	0.04	Neural Network (Specific Model)	11	0.89	6471780	333.0396742896743	6471780	0.59	5772	1	6471780	None
GCF_013170805.1	100.0	4.72	Neural Network (Specific Model)	11	0.871	7325125	299.1815384615385	7689947	0.62	7475	2	7325125	None
GCF_013170845.1	100.0	0.43	Neural Network (Specific Model)	11	0.881	7207166	308.860390556689	7207166	0.62	6862	1	7207166	None
GCF_013179505.1	99.99	3.4	Neural Network (Specific Model)	11	0.903	14451	295.3194335169158	4982797	0.62	5084	619	43816	None
GCF_013314975.1	99.99	1.23	Neural Network (Specific Model)	11	0.893	120754	318.78198403648804	4689826	0.66	4385	90	341310	None
GCF_013408415.1	99.99	0.0	Neural Network (Specific Model)	11	0.925	3809834	319.91437890731174	3809834	0.68	3679	1	3809834	None
GCF_013408525.1	100.0	0.65	Neural Network (Specific Model)	11	0.93	5069211	326.22197802197803	5257158	0.72	5005	2	5069211	None
GCF_013409865.1	99.11	1.05	Neural Network (Specific Model)	11	0.922	3840394	327.92388596734014	3849151	0.71	3613	2	3840394	None
GCF_013426985.1	90.04	0.14	Neural Network (Specific Model)	11	0.879	302405	330.8337286527514	4756641	0.63	4216	23	557046	None
GCF_013607945.1	100.0	0.07	Neural Network (Specific Model)	11	0.89	54283	332.96531906460564	5658104	0.61	5046	209	207856	None
GCF_014127485.1	100.0	0.0	Neural Network (Specific Model)	11	0.924	4207844	323.0445495271279	4207844	0.73	4018	1	4207844	None
GCF_014189535.1	99.92	1.2	Neural Network (Specific Model)	11	0.876	3912407	308.58907652517877	6935783	0.6	6573	5	3912407	None
GCF_014192645.1	99.99	0.41	Neural Network (Specific Model)	11	0.891	285922	326.98318116290244	4575700	0.54	4162	40	1130318	None
GCF_014197145.1	99.99	0.25	Neural Network (Specific Model)	11	0.887	403707	310.25955204216075	4773980	0.64	4554	36	930889	None
GCF_014200305.1	99.91	0.03	Neural Network (Specific Model)	11	0.9	2656226	333.8594327990136	2703351	0.59	2433	2	2656226	None
GCF_014201135.1	99.99	0.04	Neural Network (Specific Model)	11	0.898	2829627	325.56386175807665	2890566	0.59	2662	2	2829627	None
GCF_014204935.1	99.97	0.71	Neural Network (Specific Model)	11	0.92	3643329	319.2050770108386	3643329	0.69	3506	1	3643329	None
GCF_014205255.1	100.0	1.02	Neural Network (Specific Model)	11	0.875	8936092	323.2903106051231	8936092	0.71	8081	1	8936092	None
GCF_014297265.1	99.89	0.28	Neural Network (Specific Model)	11	0.876	1018277	331.8818703855619	4149974	0.44	3657	13	1532090	None
GCF_014396585.1	93.86	0.86	Neural Network (Specific Model)	11	0.908	2557483	286.78228782287823	2557483	0.65	2710	1	2557483	None
GCF_014596525.1	97.76	0.36	Neural Network (Specific Model)	11	0.87	106767	336.05402241177455	6915562	0.72	5979	116	245549	None
GCF_900070365.1	99.99	0.53	Neural Network (Specific Model)	11	0.9	7405112	323.3243831640058	7405112	0.7	6890	1	7405112	None
GCF_900089585.1	100.0	0.04	Neural Network (Specific Model)	11	0.899	4643122	325.8376971608833	6885700	0.74	6340	5	4643122	None
GCF_900094555.1	99.98	2.72	Neural Network (Specific Model)	11	0.88	569803	314.000884825247	7252624	0.6	6781	31	1318011	None
GCF_900099905.1	100.0	0.01	Neural Network (Specific Model)	11	0.856	257857	296.5251371115174	6809960	0.62	6564	61	808224	None
GCF_900100495.1	99.97	0.92	Neural Network (Specific Model)	11	0.874	318602	322.9949865021211	5743144	0.65	5186	44	673158	None
GCF_900100695.1	99.98	0.0	Neural Network (Specific Model)	11	0.934	684238	320.8091938091938	4451590	0.75	4329	14	886618	None
GCF_900100885.1	100.0	0.08	Neural Network (Specific Model)	11	0.923	3668670	326.3871898442008	3668670	0.69	3466	1	3668670	None
GCF_900101025.1	99.95	0.0	Neural Network (Specific Model)	11	0.927	588680	319.5604207436399	4219224	0.74	4088	14	1066926	None
GCF_900102005.1	99.99	0.11	Neural Network (Specific Model)	11	0.932	2922123	324.7395498392283	2922123	0.7	2799	1	2922123	None
GCF_900104345.1	100.0	0.03	Neural Network (Specific Model)	11	0.909	570888	322.85407725321886	3471800	0.7	3262	12	695059	None
GCF_900104385.1	100.0	1.04	Neural Network (Specific Model)	11	0.915	616917	336.3212982523526	5736266	0.63	5207	23	1611501	None
GCF_900105095.1	100.0	0.14	Neural Network (Specific Model)	11	0.905	3191968	323.30382293762574	3191968	0.68	2982	1	3191968	None
GCF_900106655.1	100.0	0.68	Neural Network (Specific Model)	11	0.927	217103	330.0332290269707	7157607	0.66	6711	66	901262	None
GCF_900107175.1	99.93	0.21	Neural Network (Specific Model)	11	0.873	88408	279.0976353928299	5016009	0.73	5244	182	450341	None
GCF_900110015.1	100.0	0.57	Neural Network (Specific Model)	11	0.884	1014206	291.2373065435786	3632506	0.43	3683	13	1470069	None
GCF_900110595.1	99.99	0.35	Neural Network (Specific Model)	11	0.888	250897	322.07563395810365	4929225	0.65	4535	71	593765	None
GCF_900112325.1	100.0	0.08	Neural Network (Specific Model)	11	0.898	297439	330.28308697146787	6407610	0.71	5818	34	551216	None
GCF_900114255.1	100.0	0.82	Neural Network (Specific Model)	11	0.862	246691	292.40045322110717	6273155	0.62	6178	92	771419	None
GCF_900115245.1	100.0	0.0	Neural Network (Specific Model)	11	0.861	256437	298.0040383644624	6161860	0.64	5943	40	879877	None
GCF_900119315.1	100.0	0.76	Neural Network (Specific Model)	11	0.885	9240166	330.56299164952196	9240166	0.71	8263	1	9240166	None
GCF_900129425.1	100.0	0.98	Neural Network (Specific Model)	11	0.831	9092136	286.61832841244603	9092136	0.61	8806	1	9092136	None
GCF_900167915.1	100.0	0.95	Neural Network (Specific Model)	11	0.913	409683	319.6558130626317	5473339	0.67	5221	59	768618	None
GCF_900169785.1	100.0	1.31	Neural Network (Specific Model)	11	0.867	118238	284.8251434272886	7889576	0.6	8018	317	383488	None
GCF_900176505.1	99.91	0.98	Neural Network (Specific Model)	11	0.922	295816	373.9808076769292	6077111	0.4	5002	33	1005999	None
GCF_900177795.1	100.0	0.43	Neural Network (Specific Model)	11	0.908	674883	325.43032039593646	4122483	0.69	3839	8	1022338	None
GCF_900187445.1	100.0	1.36	Neural Network (Specific Model)	11	0.876	406445	324.223489574051	6218707	0.59	5611	29	1426895	None
GCF_900277125.1	100.0	7.35	Neural Network (Specific Model)	11	0.88	134841	318.77064858285513	6240036	0.63	5751	248	396851	None
GCF_900290435.1	99.05	0.17	Neural Network (Specific Model)	11	0.885	926189	350.46441495778043	6880513	0.72	5803	20	1581519	None
GCF_900466575.1	99.99	0.05	Neural Network (Specific Model)	11	0.894	309603	314.2455457710424	5141775	0.61	4883	44	534526	None
GCF_900470965.1	98.0	4.08	Neural Network (Specific Model)	11	0.875	68671	291.66400319616463	7495411	0.6	7509	243	274560	None
GCF_900471515.1	99.89	0.27	Neural Network (Specific Model)	11	0.887	162947	307.76975169300226	5985827	0.62	5759	83	535500	None
GCF_900601905.1	100.0	0.45	Neural Network (Specific Model)	11	0.873	421656	300.6470482684371	5747152	0.59	5573	561	973152	None
GCF_900636825.1	100.0	0.37	Neural Network (Specific Model)	11	0.871	6033966	326.97149776453057	6033966	0.59	5368	1	6033966	None
GCF_901827155.1	100.0	3.06	Neural Network (Specific Model)	11	0.909	5990237	320.7121328617561	6871554	0.66	6503	3	5990237	None
GCF_902363375.1	100.0	0.26	Neural Network (Specific Model)	11	0.846	779698	300.20108695652175	3522150	0.3	3312	23	1607949	None
GCF_902506065.1	99.98	5.11	Neural Network (Specific Model)	11	0.902	4826395	315.1667007986893	5107559	0.62	4883	158	4826395	None
GCA_000715605.1	83.47	0.0	Neural Network (Specific Model)	11	0.726	76723	204.71622010947854	8761485	0.72	10413	255	281426	None
GCA_001263235.1	100.0	0.91	Neural Network (Specific Model)	11	0.914	160774	333.08928979219	4783251	0.68	4379	40	610886	None
GCA_001567505.1	89.67	2.18	Gradient Boost (General Model)	11	0.906	104403	303.26862150320187	2971784	0.56	2967	65	186856	None
GCA_001830245.1	95.2	2.67	Neural Network (Specific Model)	11	0.882	44301	308.22206991089786	3054586	0.69	2918	148	113096	None
GCA_002280615.1	71.67	1.93	Neural Network (Specific Model)	11	0.914	11428	275.6708229426434	1809315	0.7	2005	261	62648	None
GCA_002370555.1	90.14	4.31	Neural Network (Specific Model)	11	0.834	3779248	207.236328125	3779248	0.65	5120	1	3779248	None
GCA_003168335.1	97.42	0.37	Gradient Boost (General Model)	11	0.871	551449	335.6204428539477	5160709	0.56	4471	14	984560	None
GCA_003243275.1	99.86	0.81	Neural Network (Specific Model)	11	0.908	552257	321.2097209720972	3528893	0.69	3333	50	792822	None
GCA_004297485.1	98.55	0.35	Gradient Boost (General Model)	11	0.889	19791	301.90213999108335	4562438	0.6	4486	356	154305	None
GCA_004799495.1	99.97	0.04	Neural Network (Specific Model)	11	0.924	367748	309.11162483487453	3033329	0.67	3028	14	460955	None
GCA_008709575.1	98.73	0.01	Gradient Boost (General Model)	11	0.894	40817	288.29022704837115	3911505	0.67	4052	574	128787	None
GCA_013127575.1	67.6	1.37	Gradient Boost (General Model)	11	0.844	5277406	188.31592787377912	5277406	0.69	7986	1	5277406	None
GCA_013820855.1	94.07	0.83	Gradient Boost (General Model)	11	0.917	13548	295.86327151951286	3488123	0.7	3613	363	58184	None
GCA_014645015.1	100.0	0.16	Neural Network (Specific Model)	11	0.899	703245	314.5895393141669	3023542	0.64	2887	9	1436298	None
GCA_014645315.1	99.99	0.89	Neural Network (Specific Model)	11	0.912	385389	341.33809234507896	3690346	0.69	3292	23	786314	None
GCA_014649495.1	100.0	0.08	Neural Network (Specific Model)	11	0.876	364515	325.8267887256083	9249383	0.72	8302	101	1120761	None
GCA_014649795.1	100.0	0.51	Neural Network (Specific Model)	11	0.876	374786	325.1086098862845	9581670	0.71	8618	102	850192	None
GCA_014650415.1	100.0	0.58	Neural Network (Specific Model)	11	0.885	515811	334.0759818203007	9703912	0.71	8581	97	933548	None
GCA_014650895.1	100.0	0.76	Neural Network (Specific Model)	11	0.883	298436	332.29842105263157	8566167	0.74	7600	100	602043	None
GCA_014653575.1	100.0	1.7	Neural Network (Specific Model)	11	0.893	863377	315.7373282804358	4470563	0.66	4222	58	1391625	None
GCA_014655595.1	99.69	0.0	Neural Network (Specific Model)	11	0.882	527527	329.0768298227004	7375626	0.72	6599	41	1477589	None
GCA_014656095.1	100.0	0.55	Neural Network (Specific Model)	11	0.856	45204	334.03410992405713	9078602	0.74	7769	354	166447	None
GCA_902826795.1	100.0	0.06	Gradient Boost (General Model)	11	0.909	72077	312.22070844686647	4151551	0.54	4037	98	207829	None
GCA_903902075.1	93.84	4.01	Gradient Boost (General Model)	11	0.927	10579	282.76841746248294	2677457	0.64	2932	386	40904	None
GCA_903919455.1	97.22	2.26	Gradient Boost (General Model)	11	0.943	46491	325.20762958648805	3546877	0.66	3434	150	126758	None
GCF_000007125.1	100.0	0.17	Neural Network (Specific Model)	11	0.862	2117144	301.13102791878174	3294931	0.57	3152	2	2117144	None
GCF_000009765.2	100.0	0.0	Neural Network (Specific Model)	11	0.863	9025608	332.0591282375237	9119895	0.71	7915	2	9025608	None
GCF_000013365.1	100.0	0.04	Neural Network (Specific Model)	11	0.87	5331656	326.8079358379063	5331656	0.66	4738	1	5331656	None
GCF_000161455.1	100.0	0.78	Neural Network (Specific Model)	11	0.78	5782514	262.8437227169548	5782514	0.35	5727	1	5782514	None
GCF_000170795.1	99.97	0.04	Neural Network (Specific Model)	11	0.905	239014	354.30536980749747	5788054	0.45	4935	47	510929	None
GCF_000239775.1	100.0	0.51	Neural Network (Specific Model)	11	0.861	28706	313.4266277939747	7859468	0.65	7203	497	110303	None
GCF_000241465.1	100.0	0.1	Neural Network (Specific Model)	11	0.893	3995551	319.9243338360985	4264936	0.65	3978	6	3995551	None
GCF_000281065.1	99.99	1.27	Neural Network (Specific Model)	11	0.906	139956	325.2992565055762	4629172	0.62	4304	67	260047	None
GCF_000282895.1	100.0	0.12	Neural Network (Specific Model)	11	0.909	156585	325.92336250331476	4046117	0.66	3771	62	407113	None
GCF_000331285.1	100.0	0.04	Neural Network (Specific Model)	11	0.909	99558	315.64513814137064	2899072	0.67	2787	52	222317	None
GCF_000350085.1	99.98	0.02	Neural Network (Specific Model)	11	0.865	62019	296.9386239894407	6232533	0.62	6061	191	219747	None
GCF_000374905.1	100.0	0.03	Neural Network (Specific Model)	11	0.904	187620	323.36255174093014	4399171	0.66	4107	53	410067	None
GCF_000377565.1	99.96	1.15	Neural Network (Specific Model)	11	0.868	254900	301.64150643572225	6550409	0.61	6293	44	663194	None
GCF_000383675.1	99.99	0.49	Neural Network (Specific Model)	11	0.91	554615	328.5331582403152	4938734	0.72	4569	18	1129462	None
GCF_000397205.1	100.0	0.26	Neural Network (Specific Model)	11	0.888	6867980	331.4937306627585	6867980	0.63	6141	1	6867980	None
GCF_000444875.1	100.0	0.25	Neural Network (Specific Model)	11	0.874	8272925	338.33167289331675	8377286	0.73	7227	3	8272925	None
GCF_000472425.1	100.0	0.28	Neural Network (Specific Model)	11	0.841	339711	294.728204494937	8496279	0.62	8098	87	730133	None
GCF_000526335.1	100.0	0.82	Neural Network (Specific Model)	11	0.905	4972072	322.27221172022684	5079550	0.62	4761	2	4972072	None
GCF_000697965.2	100.0	0.06	Neural Network (Specific Model)	11	0.866	4071185	307.1904970760234	7267502	0.62	6840	3	4071185	None
GCF_000701345.1	100.0	0.16	Neural Network (Specific Model)	11	0.827	128124	278.48174532502225	6793945	0.61	6738	129	358789	None
GCF_000712595.1	99.84	0.6	Neural Network (Specific Model)	11	0.842	200370	270.7724724932531	4643113	0.36	4817	101	434614	None
GCF_000716685.1	100.0	0.21	Neural Network (Specific Model)	11	0.878	171873	316.67893251822244	9185056	0.72	8506	181	860228	None
GCF_000718775.1	100.0	0.16	Neural Network (Specific Model)	11	0.871	65939	334.07718606180146	8737340	0.73	7605	322	260226	None
GCF_000720145.1	100.0	0.12	Neural Network (Specific Model)	11	0.883	168927	322.4679864678612	8726004	0.72	7981	208	385111	None
GCF_000720325.1	99.98	0.21	Neural Network (Specific Model)	11	0.878	132760	334.3786526879322	10230785	0.72	8966	362	622790	None
GCF_000720925.1	100.0	0.05	Gradient Boost (General Model)	11	0.906	459479	315.27835859905906	3985545	0.74	3826	97	785252	None
GCF_000763375.1	100.0	0.26	Neural Network (Specific Model)	11	0.917	2199627	318.63024691358027	3369357	0.67	3240	12	2199627	None
GCF_000768675.1	99.99	0.02	Neural Network (Specific Model)	11	0.918	87602	319.9399531341535	3561699	0.72	3414	94	373448	None
GCF_000786205.1	100.0	0.28	Neural Network (Specific Model)	11	0.912	71636	326.33700696055683	3694812	0.64	3448	141	240369	None
GCF_000832605.1	99.97	0.75	Neural Network (Specific Model)	11	0.824	5255868	272.36542515811664	5637053	0.35	5692	4	5255868	None
GCF_000938265.1	99.97	0.7	Neural Network (Specific Model)	11	0.92	708432	323.32349785407723	3920719	0.65	3728	20	758391	None
GCF_000993785.3	100.0	0.01	Neural Network (Specific Model)	11	0.89	5961402	329.6197471178877	5961402	0.72	5378	1	5961402	None
GCF_001006325.2	99.99	0.01	Neural Network (Specific Model)	11	0.875	4495198	309.8330578512397	4495198	0.61	4235	1	4495198	None
GCF_001013905.1	100.0	0.18	Neural Network (Specific Model)	11	0.862	7903895	334.4292250500429	8122491	0.73	6994	3	7903895	None
GCF_001044425.1	99.9	0.42	Neural Network (Specific Model)	11	0.877	95271	323.8312641083522	7834742	0.72	7088	163	310342	None
GCF_001184025.1	100.0	0.04	Neural Network (Specific Model)	11	0.87	569330	329.59692948217537	8723085	0.72	7686	33	961346	None
GCF_001279525.1	100.0	1.58	Neural Network (Specific Model)	11	0.901	161859	323.9369074861066	9869396	0.71	9177	188	895973	None
GCF_001280205.1	99.98	0.17	Neural Network (Specific Model)	11	0.899	3056296	316.7306441119063	3241713	0.73	3074	3	3056296	None
GCF_001307275.1	100.0	0.77	Neural Network (Specific Model)	11	0.883	7119102	345.4976123826774	7119102	0.61	6073	1	7119102	None
GCF_001308855.1	100.0	0.79	Neural Network (Specific Model)	11	0.878	3956161	336.0324146570623	7318798	0.59	6386	18	3956161	None
GCF_001418655.1	98.04	0.38	Neural Network (Specific Model)	11	0.88	29593	328.177378154695	10935515	0.7	9787	702	202479	None
GCF_001421805.1	100.0	0.23	Neural Network (Specific Model)	11	0.883	657241	325.0480984340045	3943835	0.66	3576	6	1176414	None
GCF_001426265.1	99.45	0.12	Neural Network (Specific Model)	11	0.868	432923	297.23898698056	5749658	0.6	5607	37	628074	None
GCF_001427025.1	100.0	0.51	Gradient Boost (General Model)	11	0.902	3728831	311.1957540667218	3749717	0.63	3627	2	3728831	None
GCF_001427225.1	99.99	0.15	Neural Network (Specific Model)	11	0.887	744337	328.8708427510494	3441323	0.65	3097	12	1332737	None
GCF_001428005.1	99.96	0.97	Neural Network (Specific Model)	11	0.865	167302	303.6073915372255	5887135	0.65	5601	74	586793	None
GCF_001428665.1	100.0	0.36	Neural Network (Specific Model)	11	0.897	328464	323.76121769462503	6820941	0.67	6307	48	925112	None
GCF_001439785.1	100.0	0.01	Neural Network (Specific Model)	11	0.884	226253	332.097990430622	5883893	0.6	5225	56	456710	None
GCF_001485665.1	100.0	1.89	Neural Network (Specific Model)	11	0.882	4199787	338.6263736263736	7852214	0.63	6825	4	4199787	None
GCF_001556995.1	100.0	2.42	Neural Network (Specific Model)	11	0.91	68844	309.96391470749046	3731251	0.64	3658	168	215747	None
GCF_001591385.1	100.0	0.05	Neural Network (Specific Model)	11	0.923	43321	321.15934475055843	5600425	0.68	5372	239	151394	None
GCF_001623525.1	99.99	0.82	Neural Network (Specific Model)	11	0.877	6921098	332.65851255951407	6921098	0.61	6091	1	6921098	None
GCF_001636945.1	99.99	1.09	Neural Network (Specific Model)	11	0.871	133287	320.22425985856404	9185177	0.71	8343	215	303810	None
GCF_001646865.1	99.97	0.03	Neural Network (Specific Model)	11	0.909	32883	319.5583224115334	5622778	0.66	5341	330	110538	None
GCF_001657485.1	100.0	0.15	Neural Network (Specific Model)	11	0.868	322359	304.43268416596106	7445910	0.61	7086	53	811146	None
GCF_001661075.1	100.0	1.78	Neural Network (Specific Model)	11	0.871	6823539	325.54873646209387	6823539	0.6	6094	1	6823539	None
GCF_001692325.1	99.99	1.76	Neural Network (Specific Model)	11	0.883	304396	309.811364291895	7290351	0.6	6934	75	1339883	None
GCF_001746365.1	100.0	0.06	Neural Network (Specific Model)	11	0.866	137390	327.8361707377251	9184130	0.72	8106	132	452038	None
GCF_001748085.1	99.95	0.08	Neural Network (Specific Model)	11	0.862	489425	335.37819926873857	5097807	0.71	4376	18	1017734	None
GCF_001884105.1	100.0	0.0	Neural Network (Specific Model)	11	0.85	111820	277.61613832853027	5094423	0.35	5205	99	381578	None
GCF_001885585.1	99.63	4.24	Neural Network (Specific Model)	11	0.881	108393	307.17665071770335	5457546	0.61	5225	161	301160	None
GCF_002025205.1	99.99	0.05	Neural Network (Specific Model)	11	0.861	5040792	315.9862625381596	5040792	0.62	4586	1	5040792	None
GCF_002028545.1	100.0	0.11	Neural Network (Specific Model)	11	0.837	130999	283.61580452300495	3900573	0.6	3847	95	318198	None
GCF_002151445.1	99.98	0.19	Neural Network (Specific Model)	11	0.911	4123013	319.27291242362526	4123013	0.64	3928	1	4123013	None
GCF_002155425.1	99.99	0.11	Neural Network (Specific Model)	11	0.919	464867	327.6727848101266	3372281	0.66	3160	11	911943	None
GCF_002157855.1	99.98	0.11	Neural Network (Specific Model)	11	0.846	4277585	281.4031061659713	4295882	0.41	4314	2	4277585	None
GCF_002192455.1	100.0	0.04	Neural Network (Specific Model)	11	0.869	8144417	341.8462984384037	8144417	0.73	6916	1	8144417	None
GCF_002197685.1	100.0	0.18	Neural Network (Specific Model)	11	0.909	739540	317.9269032453746	3452664	0.66	3297	16	1035729	None
GCF_002204795.1	100.0	0.09	Neural Network (Specific Model)	11	0.89	94001	327.7402791625125	6637011	0.6	6018	140	452835	None
GCF_002243645.1	100.0	0.27	Neural Network (Specific Model)	11	0.809	5645783	281.3714496495758	5645783	0.4	5422	1	5645783	None
GCF_002251635.1	100.0	0.32	Neural Network (Specific Model)	11	0.876	49892	319.72918032786885	6668832	0.59	6100	251	187547	None
GCF_002252505.1	99.99	0.11	Neural Network (Specific Model)	11	0.877	259681	302.4065699658703	4838271	0.54	4688	169	842127	None
GCF_002288825.1	100.0	0.54	Neural Network (Specific Model)	11	0.902	660791	311.74573472757294	3757425	0.7	3634	10	1020802	None
GCF_002300165.1	99.98	0.01	Neural Network (Specific Model)	11	0.872	266457	340.146151586369	7957609	0.72	6808	39	555523	None
GCF_002355395.1	100.0	0.21	Neural Network (Specific Model)	11	0.919	2702837	315.03796507213366	2702837	0.68	2634	1	2702837	None
GCF_002564465.1	100.0	0.87	Gradient Boost (General Model)	11	0.818	215099	287.716550412175	4985201	0.33	4731	96	568106	None
GCF_002573955.1	99.85	0.32	Neural Network (Specific Model)	11	0.842	20124	328.2690787473396	7675182	0.73	6578	663	129784	None
GCF_002578045.1	99.99	0.16	Neural Network (Specific Model)	11	0.813	50914	267.7420309653916	4332847	0.35	4392	232	143156	None
GCF_002736125.1	100.0	0.28	Neural Network (Specific Model)	11	0.892	6093023	339.37193638914874	6093023	0.62	5345	1	6093023	None
GCF_002837185.1	100.0	0.17	Neural Network (Specific Model)	11	0.887	174255	333.7841275868616	5939655	0.6	5267	74	456166	None
GCF_002848265.1	100.0	0.26	Neural Network (Specific Model)	11	0.927	3529729	324.4450386215092	3529729	0.7	3366	1	3529729	None
GCF_002891295.1	100.0	0.28	Neural Network (Specific Model)	11	0.868	801731	344.9876932312772	7931574	0.73	6663	18	1115785	None
GCF_002909375.1	100.0	0.39	Neural Network (Specific Model)	11	0.898	238238	316.0487106017192	4048390	0.68	3839	33	563207	None
GCF_002910915.1	99.78	0.06	Neural Network (Specific Model)	11	0.869	76497	324.0975026170181	7466978	0.71	6687	195	382805	None
GCF_002929215.1	100.0	0.75	Neural Network (Specific Model)	11	0.879	175245	311.9506944444444	4593089	0.64	4320	94	680950	None
GCF_002931175.1	100.0	0.14	Neural Network (Specific Model)	11	0.905	129022	320.8485233407431	3344729	0.73	3149	42	373014	None
GCF_002941025.1	100.0	1.52	Neural Network (Specific Model)	11	0.885	8772908	333.11359260685407	8783195	0.71	7791	5	8772908	None
GCF_002944405.1	100.0	0.11	Neural Network (Specific Model)	11	0.863	3967005	306.70250081195195	6557702	0.62	6158	4	3967005	None
GCF_002975205.1	100.0	1.15	Neural Network (Specific Model)	11	0.874	2834956	303.3303829132192	5399770	0.56	5197	3	2834956	None
GCF_002979435.1	99.75	0.75	Neural Network (Specific Model)	11	0.931	561879	325.8518918918919	3877274	0.69	3700	18	795421	None
GCF_003010955.1	99.94	0.16	Neural Network (Specific Model)	11	0.876	192543	287.57438507209497	5793994	0.57	5895	87	554321	None
GCF_003012735.1	100.0	3.06	Neural Network (Specific Model)	11	0.889	721530	325.3608562691131	6091880	0.66	5559	32	922031	None
GCF_003014595.1	99.81	0.05	Neural Network (Specific Model)	11	0.891	497156	369.19001022345554	8501157	0.46	6847	54	1079156	None
GCF_003019815.1	100.0	0.38	Neural Network (Specific Model)	11	0.924	5873297	335.8929236499069	7015237	0.68	6444	2	5873297	None
GCF_003056055.1	100.0	1.24	Neural Network (Specific Model)	11	0.861	2849502	314.70854788877443	5317254	0.51	4855	6	2849502	None
GCF_003182275.1	96.4	0.0	Neural Network (Specific Model)	11	0.883	911015	323.2739583333333	5261965	0.65	4800	21	1454605	None
GCF_003289625.1	100.0	0.03	Neural Network (Specific Model)	11	0.928	945088	328.55465191932336	3257122	0.7	3074	9	1065140	None
GCF_003319105.1	99.83	0.1	Neural Network (Specific Model)	11	0.911	297785	314.5090045022511	4132992	0.74	3998	37	518509	None
GCF_003325375.1	100.0	0.01	Neural Network (Specific Model)	11	0.878	6863360	336.1322075155941	7535750	0.74	6573	3	6863360	None
GCF_003337715.1	99.65	0.0	Neural Network (Specific Model)	11	0.894	334985	315.1654205607477	4521451	0.63	4280	32	810761	None
GCF_003345355.1	100.0	0.07	Neural Network (Specific Model)	11	0.907	1182423	314.88755707762556	3642894	0.68	3504	14	1519565	None
GCF_003346515.1	99.99	0.57	Neural Network (Specific Model)	11	0.874	28347	331.3284414440857	7735729	0.72	6814	480	109899	None
GCF_003387075.1	100.0	1.21	Neural Network (Specific Model)	11	0.914	9071909	329.02029914529913	9071909	0.71	8424	1	9071909	None
GCF_003391135.1	100.0	0.13	Neural Network (Specific Model)	11	0.873	8809793	343.5520930854621	8809793	0.71	7477	1	8809793	None
GCF_003419945.1	99.99	1.21	Neural Network (Specific Model)	11	0.883	142412	313.13193237478276	6714237	0.71	6329	183	675483	None
GCF_003443735.1	100.0	0.07	Neural Network (Specific Model)	11	0.878	9320089	327.2241255390513	9320089	0.71	8348	1	9320089	None
GCF_003499275.1	100.0	0.03	Neural Network (Specific Model)	11	0.919	2282062	310.2420634920635	2291351	0.68	2268	13	2282062	None
GCF_003591005.1	99.99	0.04	Neural Network (Specific Model)	11	0.861	174303	317.52278083267873	5628020	0.65	5092	91	414945	None
GCF_003600895.1	99.62	1.71	Gradient Boost (General Model)	11	0.929	3455001	324.2912270123606	3466964	0.69	3317	2	3455001	None
GCF_003634215.1	99.71	1.4	Gradient Boost (General Model)	11	0.923	678046	329.12604363048746	3963648	0.64	3713	15	1899946	None
GCF_003664555.1	99.99	0.21	Neural Network (Specific Model)	11	0.88	359264	311.21643835616436	5024120	0.57	4745	48	888782	None
GCF_003675955.1	100.0	1.47	Neural Network (Specific Model)	11	0.887	6854462	367.0201644479248	12663199	0.71	10216	4	6854462	None
GCF_003732665.1	100.0	3.07	Neural Network (Specific Model)	11	0.878	361468	326.4565422026985	7099701	0.6	6374	273	799410	None
GCF_003752025.1	99.99	0.24	Neural Network (Specific Model)	11	0.907	405095	323.55687012637804	3972148	0.71	3719	13	1116490	None
GCF_003814875.1	100.0	0.43	Neural Network (Specific Model)	11	0.867	11643955	322.02993789971265	12003927	0.7	10789	3	11643955	None
GCF_003850245.1	100.0	0.01	Neural Network (Specific Model)	11	0.931	3266665	324.91909178126	3266665	0.7	3127	1	3266665	None
GCF_003850565.1	100.0	0.48	Neural Network (Specific Model)	11	0.89	6896611	333.3525296892793	6896611	0.63	6147	1	6896611	None
GCF_003852405.1	99.99	0.5	Neural Network (Specific Model)	11	0.897	197175	333.8494697228874	6519209	0.61	5846	70	528640	None
GCF_003857405.1	100.0	0.15	Neural Network (Specific Model)	11	0.893	33565	312.1261702434106	7270680	0.71	6943	440	233764	None
GCF_003945545.1	100.0	1.07	Neural Network (Specific Model)	11	0.887	8270461	341.20030623608017	8270461	0.71	7184	1	8270461	None
GCF_003947455.1	100.0	0.78	Neural Network (Specific Model)	11	0.891	37062	319.04451739986865	8167160	0.72	7615	465	141518	None
